Order_ID,Expected_Delivery_Time
iypv793349844,147
rtwh575504116,137
glqa180760537,33
lhkd733934091,190
eayk673823513,76
fmqy737824115,233
qdip903652173,133
mwor318822918,87
ohqr705731377,115
euiz584491530,173
qjbb037542380,107
ojdi815642104,96
hiee352841748,246
iyde706762940,16
ujrt663050052,133
nchb577761844,108
ifkv178611785,66
iryt183739846,130
zzhb419526348,153
jock892654577,88
qmog336173509,79
ctrd143819412,78
pfuf746437654,70
ikcq738007978,103
gxjn370556119,137
oqxg149590381,89
ldak211548288,76
nfen014358781,98
sdrh784165858,112
pqts757975597,64
jzpk470134715,123
cqgg975502873,172
uixn192343976,123
ixqx829703291,138
rwbv492665142,192
cjms726904909,160
onkp203583752,137
ttiq649485170,120
yxww576127420,248
daxg272588381,223
zixo785946340,48
gobq453434012,93
icbz161641589,193
jqcs949837638,162
tysn285849556,109
lota641427877,87
vfqb104687397,98
lsjn917250864,127
cbpk703840686,83
okxi393664648,92
krqu123788639,113
hcvy838720759,87
bizr028030691,228
nywl265697981,187
oyta368872580,82
wtvp942429694,76
sasz474431868,102
qboz807329533,243
fkpo860353317,17
cdbb276404814,87
soli113225358,107
bfet971543000,121
vnei964044771,157
slop132827812,112
xefc400410110,59
iloi819980059,180
walc199278370,135
xibe445181333,130
cdyx873674957,162
hxon027217713,217
ausb032090236,194
gvnn494596289,93
mbci566161668,121
kugl760536126,93
tedr917571328,170
cqet356337237,57
fuqk854947409,175
vgxk534020230,110
plnv604530084,193
jnsj492695755,108
rola932524449,147
rbcb086233976,47
gkoz354210958,170
lbrp716399839,32
aahu068587422,35
acue001884688,127
grlv342041526,85
taek601615655,137
omyg800048005,117
xtsn122081283,87
bcxv674599705,108
ikwk796900096,219
zlcd398215100,99
otja525392784,108
aqii286525080,140
tuax473483976,85
szym777952853,20
ltxo178904844,38
kahv162690757,220
xtel381758789,188
wsxx557836624,98
gsuz748858176,78
qvqg587694530,88
ivui666701063,94
dlpu090316664,100
bdow198948102,88
edon218656426,89
avzm698314364,145
tlnc539692373,147
tsej518086687,27
cdnf336172049,120
yzdb417798896,122
yccn780064496,175
uowf495072749,86
cfaj261272813,83
lktw510662170,74
hnmx176494461,203
lquy322186870,123
ilqs180662169,157
iuhs680562267,135
ddfh741081927,82
axlc956271356,95
quhr559181524,83
bebl760450757,97
vibc960477734,118
tkui845824016,143
clye248050305,97
jlpf503866583,82
prjv289505580,93
elmt134195783,181
xnyg019842249,152
bhxh483929788,145
xehz824263020,82
lbim134093013,150
xyxl568673346,155
ynds236643786,75
vjmq472455928,211
msnm898624348,96
rizz454506485,31
lopf539761331,127
skei978506883,80
tvxs854706467,178
mlof074412201,81
qvag116306821,170
osto459466894,99
vzyh184512509,178
dour374027290,116
uihg876026334,112
bgfk045264783,55
rqgc092002077,101
qgtl230994488,130
exvr736964119,128
cixr405935165,47
uouu845297469,118
yxzh863497016,33
mibs634261978,194
wlnw127521089,128
nsbr324438600,180
bbrx710643463,52
ntxp880106621,115
tycz678209688,87
wpmi546874250,33
jgry634521262,20
rric274952079,133
abqd182632719,169
kyzp838746450,116
iolg361070204,195
fouu197049134,137
skvu542789924,182
juhq861781333,127
dncx224084380,107
qryx280427710,170
cirl638693042,101
oirk252610524,230
jtue730393592,102
onwf000482581,203
cqfj273944341,157
ledk123324194,107
jjyz513488488,15
uxqi834816365,97
avfi893707315,142
tfkr895169655,86
kadb808122415,58
kmej774025252,157
iflm420943918,147
mwxo534354455,167
aazl463449779,55
bydk638476509,77
wdxb126052116,149
plkz415576368,242
oszq917772961,122
nddz808445779,46
jadz282664544,76
rzfo322836515,132
jyjw308425924,137
mkwe053434291,92
urgo598821962,145
glwi793067936,164
umzt990479843,77
vtqk786141157,235
elka690483244,128
genm213043786,143
zjro651608465,98
izec023359396,160
lase512429441,166
esfj362829227,79
ihws671195762,20
rize855754237,102
fsmb780612355,154
jfdo125109629,57
vwfk595814998,192
symd047612849,198
wpds063467508,120
tzzh929432094,29
davc821610723,242
prgp057690708,88
tocp574406209,128
dzvl165112055,131
wgpx272356489,10
naez324035183,14
ddzv700640916,169
nzpu734089893,135
uxiw610585516,18
xpls049909782,39
ukez794475697,113
bush487891271,137
wapt550513537,87
mppg299693648,176
bkrm164625709,92
wdnq778541753,142
qbqn911030333,126
wldy378146933,111
llay270072926,93
vmlp463397269,108
xypy414778912,121
pszi342452812,135
sqfv711876552,111
bxkr405115689,95
xcrs392200996,25
kwbq563918418,13
leuh556866174,139
hudn851785867,85
jpiy193544870,213
wdrd207705092,103
anjs307392611,183
zzsm851480663,200
njkg743512139,19
pqsj351208407,217
ilrk108863846,102
fwhg014218003,193
nayb409341101,133
ouyu924323791,78
hfxk175580267,131
kcik438549383,102
oifm520918019,179
uezz730383299,240
zwmi398037791,14
cqix643600739,77
uqed499707656,88
lthq874046885,67
gcai258433443,270
wwgh962867333,123
rgsj080952149,131
bqqu010217187,182
iknc518877285,163
lxdi101071846,127
fcnn840725709,257
mzrn782044087,83
wzos119037393,131
ttrj390002000,143
zowy123791104,88
taku449262916,88
npsn780303297,233
qwvp461564789,28
zlhm943602226,202
fevq121847815,158
kzcs593828501,222
nzmg813785556,128
ftyw512272322,223
uryd362575829,140
lemj159527825,143
sihk662203183,68
boax599665737,93
cvfd585534748,193
knpt184805000,247
tslh827556926,72
pqft406396294,73
fign125604421,111
sjgs835385454,212
uhgv042188946,131
glyz715952344,63
mtuy374531806,76
cddb031808902,114
qzor161966695,101
ogji397534193,114
xdmo329564065,18
nhak034039970,117
ivsv052341230,119
gvmu268759992,163
yfid636688004,227
agnk226357639,133
ycaz259965757,175
cezx609113794,122
ohko359802934,10
kyid538067375,162
ugii666821559,21
tdvs831336503,221
rvbu643022138,129
atye743636010,113
yuug678226939,11
pfpl702263844,117
ehhe989348615,144
rofw211101825,166
xcym294415647,137
eemv418267521,147
ztxc130543279,91
qzst169666752,137
mktj155946010,163
vbcy904366779,110
ruuo170211673,13
unme940188239,150
crvh330825507,72
lsvb731317055,76
jaer892495392,135
nief933638356,162
lpkw151044750,16
azti373974101,182
naol508968094,136
vptt723645526,180
sanj195855167,86
hkcn208651006,238
hlic413900606,132
hmvs780855964,78
ncqk694989538,85
jeyw444742477,108
adse472144039,146
reox805948193,39
ycmo580231665,176
oivr289612022,126
uefj272956234,142
nmwq217277125,240
scuj652588374,178
fqga939729177,77
hpzg656488475,192
cdfu931349609,157
xrng095078812,183
kkas950950027,184
ugug490107334,75
ryel066061752,191
fnhr721355195,146
xvya808726871,139
sevm028300453,250
uhid010150052,63
uevs860817528,76
upiw093128377,140
mthf385251659,136
kayf827902005,112
drag622880155,211
yzhx951456739,106
sncy376847086,238
smxp150929276,88
pnex257069855,156
kyxg204801531,194
vpdz841982257,102
ztoy544059873,198
giuf270101055,183
pvyk483445090,146
vwak186999422,114
tjks287356746,107
frwy606439989,148
epnc082859831,62
dmal459795084,118
ybze393174219,119
nhyo946144928,266
qwxk302757816,129
xzha109211547,86
wxdk220033053,190
iwwo584457151,17
nubw415095695,152
ghrf833789370,134
qazt400119034,128
srgj311311284,108
nizq348885645,216
nykg254095390,100
cvfx834551017,83
gfsk971069336,172
jgak189710944,98
fyfg785938501,70
skud341154809,138
fteh201033890,82
gfxx494339872,193
mkrj329032265,91
mkfq347686370,209
fbgg671523968,84
roxs393720838,115
tvmo812907779,119
urlf878859124,100
zfme719768131,48
cfkk230400088,175
kghq104490439,191
irib352965335,104
mlfz270914127,158
yoae964018045,108
amhe664668626,93
ztdn349726369,116
gzpw061593100,128
odfk449623838,26
vfpg698959499,154
xron016891335,18
hmna433858885,168
ljhq662366651,73
yiib902658172,176
xprl725341699,157
rufh285966553,193
psda814898983,146
vhte226938981,127
qynh936937069,180
than772863925,56
wnyl196526948,174
avtw869823540,120
vubs093002516,190
jlwt889064377,231
afhz258019254,107
bovi373777017,175
srby018139613,148
jhce946988471,73
ntqv340605688,115
qncx524411081,128
jcfd721101451,39
tbfk369800114,78
bxhj249928654,199
vepw841898632,103
bthf724849081,217
yedh642394488,94
afxt500789794,122
ebrd145746689,76
rafo651341260,72
incm831419372,53
kych995116146,99
snus572729688,183
hyom195706106,188
zbpl585843890,228
pzqa395064023,93
igvf222877993,216
yvjp213256614,108
sbhn514920466,83
vdkq118604477,168
qgpo213526798,200
pztc403712308,172
rikb590609172,77
gxpx252271721,175
xkzp875599299,113
umxt582276380,128
czzq721389074,118
vqff439400335,125
giiq483839538,139
sdoz879633467,139
jtyg066662930,140
mvad227567358,207
onbj735651918,90
fjpl907757731,52
puol832730998,91
rljo719981582,123
hxho570153716,146
ltuy541939662,57
zora507095730,85
ugnr575016665,25
frzs277908212,107
pyic338495375,78
sisc047722712,121
rwqz773467757,140
ypaz812434652,113
scxk255628752,145
vqia322532701,96
gwaj586308407,56
kbyw503159450,33
noyz563887364,145
tmnr659149606,186
aplh689177308,203
albj410814255,123
ynzd427379916,64
czke297265634,102
nqki731394953,58
bvwj516468972,232
thkg007486594,163
yffc381509417,26
rgfo160927548,78
cvfo940465275,165
bqzh421035009,193
kzrj282347732,243
dpel879518790,141
zbdl312371560,199
mdwt114511056,72
ehgw668946653,86
tuah305114093,129
wjpx068546092,206
yldh546042967,142
isxz304106938,147
gtyb558385138,155
yscw977556666,145
zgin836000586,172
aqkf770210751,126
agof093226967,120
coyk266401569,69
mpjt509770280,135
tnoa464234837,67
xdwh610032071,97
jrtv899102086,74
xysz234750549,176
cklz337648605,83
bven145910524,105
ceay011382006,133
gxga580252578,76
rbbn276192532,73
rzfm185057462,78
muqr501261939,190
rhxy474392715,252
dwai720918677,159
ciuq603578343,142
yivn467496372,73
bbxv377403903,127
oahr425519029,88
grse767256496,131
xexk639805847,117
oxlt401748905,157
jutf922164356,166
sczf224013901,154
tosn177812515,150
tqlf148700183,170
xqal735319095,115
kyqr808922126,135
eorn208455023,183
qlhl740861172,103
fwrc714788264,55
mkun333819388,131
oijd860834411,64
zaip242735681,193
oklo053560023,110
tvrl828921612,118
dvod322840889,103
doxt776615294,98
czgw528605071,113
glxi090362350,98
umwy390360137,78
gqie309771294,82
cqmw027862944,147
xvhw299742467,179
klez868450494,211
flvn144806940,118
cimd105257572,105
lxnu491841260,218
dsfu202917716,91
efqf508578246,210
sijn636968346,143
pxqy802652748,166
gjaz257617140,87
szrx811742594,155
jalr038399825,119
enei185361894,135
dtcm666186220,93
zuhz456114818,21
vozo854924606,104
aulz692765031,143
masp356983817,65
zlma204872188,170
grhf426957429,85
qhzi953119919,149
ifot985315776,98
pqrs274759171,193
fofs588919489,110
ahqx796484444,106
jzrx689514955,128
axsk471162907,202
vabs486925057,214
txlc853989811,178
boms128170720,85
ldso268849501,200
tant650691979,110
lxst734441258,102
dkft709912657,182
elag603442769,212
migf100561929,107
vyxo256761274,129
fmkt762942975,92
ljxs905624288,225
imoe175697713,81
zbej312623710,99
kaic495320913,162
tbvb494430444,106
nllg146521065,193
fdme366532518,91
sdmz862222023,234
pnoq692047226,53
xgmj849911018,55
awfk907171710,155
ulip448375253,100
obrq570293919,130
gcty969176105,98
ongl528094168,52
wxmh936413747,91
yxkq561584886,118
fsdg814103065,175
ejgl902488240,18
evaq059555273,180
daab591782387,13
cphu811241464,27
sitr910773988,105
bery783314663,143
lhlp052214553,62
hakv641992412,233
vcrd604924265,112
gjxy242988280,196
cvei726227960,148
lmjx822294906,148
ddya174354115,140
cbkp975029302,82
tgvy084799706,138
ijye956465913,1
ndkf700662291,222
ehmh983967352,59
dmpi527512986,127
lanx434081187,136
akmh389507035,72
mfgj181678965,112
nunj090003842,97
ujko107955057,98
nrtg768463640,196
hwuk207208161,121
qnmq204703076,180
gdhr086271009,133
dyld911689119,102
rqxd617926997,138
kpnd435228532,130
ufjf287044565,188
yspv935786143,82
mexl333615395,225
azts956204428,104
mtqj276720519,198
khoc872397911,82
avye234539111,132
nmdp788776256,195
ijri622968964,40
zgfi577415795,193
vrph341521427,214
xcvf226275828,190
hhfu769882574,135
rvmm256383453,98
xker602581475,148
jcvs773913143,136
fajv252390601,73
stwk509709210,145
ymce560744803,150
fwle630129938,184
auuo496387865,100
elxy897575179,107
rjlf077899611,103
kkyc328422468,100
ddib085992507,148
osxt470762114,77
rdmf440235561,28
hoga179974646,195
ntgu664689164,151
dayy229980628,175
favq363104218,13
cvjx316423201,87
vlpk125300690,122
zqpg453144928,197
ftnu409868269,125
gflb356339317,145
ppsw429286783,134
yfgp718372717,178
oltp029900942,160
fwzp663883147,198
mbdg565222774,139
znug940361412,52
pwcx463199445,54
lnes312365792,158
dzvh926798027,147
defd841877652,204
fwdc447485971,85
apob619354246,128
ssvr754720885,128
vjyy835404485,112
cean853716724,137
yaqb552183746,192
spxz463188019,101
edjj485627292,74
fash027987139,129
ymab692621946,49
gzzj281115660,80
yyvy436937523,11
odlp138111935,52
ezdy045835356,74
wdim783578741,186
zpfy658600516,147
mgly123074739,120
yphr512395182,163
bnjg606057619,167
qgmn978885347,126
yopu381299392,13
lbjr851847999,97
swnp008049519,55
jfhe219044142,89
pwau722352666,152
rhnc297215111,232
hkjm101885461,186
angf558526896,70
xryv805004285,126
oyzs746446711,164
yfcw974799274,107
duio479876196,151
cvae649191225,97
abnv004070382,132
vdin610745465,172
msad369060451,113
atdc005961458,171
dfzh216585483,53
wfxh300437814,162
ildu411110560,195
bakp708408472,100
quvd970456412,100
tzdj534964740,114
fjaa683012460,139
qhmu498102382,212
lxvq636794108,165
dlmx408336551,63
korj963009508,148
buai100200845,92
xubk823494437,195
pins889026879,142
xnpr120056487,148
cpwu875599666,98
lohu222510822,83
utpm389222077,93
auma781017753,89
oswy079867882,123
njsu323588402,141
ovkv048555036,227
mhmx011306488,92
fyfb114806405,95
gwqw347511503,169
uoxl239618655,158
ewkx833811652,93
tiuo299528644,122
zlsl740652234,98
rwer828394640,210
frfq919830417,123
smps107055266,179
cxlx423730658,114
ieyq648154282,120
opqg094036939,109
belr272415342,261
koat390061990,106
wrvx895063593,20
qomg664929877,133
tcfs764122562,175
lkal056672081,75
dlpc183727468,124
brhm359895562,56
uhft370959285,174
smwn798350662,153
wbdh234636488,114
hsbu391374298,125
umno434981425,92
nzjp608192865,232
yuii717203099,142
qwcz518498728,102
mdkm062614507,152
huft327441995,113
geoc325518456,172
fpjc738623449,91
hncv126912643,160
tsbu713803893,73
fseb947695444,64
mfxc884379028,74
sqnt317375888,144
rttk133361437,216
pxrt920988940,144
lsqh761437964,102
okgp170451433,35
sjoc346901103,222
hmkj138444460,109
daxn982612700,87
wdqq023658337,163
ybao365210338,131
trlg987305764,182
fnhg144919087,69
cmse173071208,133
dwan335608513,145
lfls098998695,49
gjqo412825983,132
zxsu976960938,136
hdul743183470,173
eeac201914697,157
uovu423015104,63
azkg681066667,194
kpsv751307340,73
gyvp119117219,50
eywe924193680,198
tpvi841150191,95
eppz647464448,77
wrbr863830170,135
rjln390745495,141
eelx465325341,155
dxol307349761,66
poyn258345496,88
duzw573621574,67
myoi840738231,103
cqev547670493,153
tdte408724247,182
vxsv064279980,227
uybx225268347,212
qoiy640042873,136
grlv357628547,166
efcw220105992,139
gpkh762499161,158
ygpo725945849,148
geif761899324,97
tplx379558355,151
fhmp428148909,175
ppzu494638684,221
dkwo539745760,153
jxiu631574592,30
dafg116535461,189
porn466764967,78
bidu875680612,28
sdkh777069710,83
ryvy372873514,235
pqor433325972,113
bodb171942641,52
eujb623016116,123
ufud450176572,122
dpnv435903375,100
mvmg286917614,167
iikj049279979,225
zvwn374680468,27
ilxr018129452,138
skrq281562089,125
lvtp992168870,53
noav498700567,85
hwlh559359173,153
ltrh530602619,121
ozmp277228461,169
iora894826878,98
zzbv685980980,45
wgtv657011025,107
masg796366969,229
nggi281436866,175
eumg793966749,108
ogln872898468,144
parn138154951,133
jyzh728066135,73
xyxo725661781,116
wkqc372408205,62
zutz419784754,220
lxid717491065,85
bclb682924902,95
dvfp793463792,125
vsco377386064,73
vdss946776948,188
sgap378085757,108
ivpl618709015,137
mtbk552890599,202
ryog816770110,81
afvo493249649,62
fivz679358592,127
qvcr848122514,82
kfcb302852165,115
tbbo016580131,119
dxnv808221603,158
hobr328090738,122
dfjc982781760,139
fnus210008198,177
nvns867248673,30
zqkk411819757,150
ztfq373657909,142
nrlg244962123,121
ljwn287155256,50
gqis753507370,114
pzwn162326620,173
vttv152628744,81
qmxx800158631,185
jatn124670094,51
pukq648652386,120
icmg097122290,199
tsif237534125,141
gpym128683199,118
oiru765734471,192
ovru459055447,163
bgcf627878706,198
ijtm909260450,113
itlj518330855,118
ucxb689231550,215
kirl243757453,75
krhx471253026,153
bdfc674695990,169
tfhi284538900,63
agbl090515707,182
knja162571307,219
gxkk794462951,155
sifd289454423,113
vzah230168071,43
gxee553920377,107
rjdq431112569,79
jabt272499840,180
jfrm254489578,138
xrln674530855,206
kboq254071006,90
qqiy659728268,100
umer762749333,122
rnby515472148,145
kgoj717668468,43
upcz898067407,99
zxle252448688,109
qrfs523417421,75
ngkh351268709,90
oozm739820669,55
hyub004420618,49
nxoi794064037,162
cjak385197278,157
hnnf722170645,90
bclk604126973,97
ahcg218123415,168
hrdw102954868,131
insv410336716,155
ildc421478371,193
xvyo626429947,208
prbf970324491,65
kjkk775989344,218
nneg406312966,101
sboe267668366,20
drna141569103,123
vifn697615649,170
bpmn024579355,101
shwb364744051,95
bvxk832106288,126
bpnm418077875,82
vuoj809921173,99
rnlh195578092,128
hxnh592481629,143
cwdj844119691,93
hzwa659734788,154
epqh909639829,53
jswm834480973,143
zwjr965276175,197
yotb080802803,101
bkbr803884789,143
hupj834753014,144
hpvt659009560,165
jwdk288915299,189
uwlz117951836,58
cmsg924890123,88
azmm367060747,103
vwzs994757912,172
fnco541332884,230
abpg991533988,178
hkgm190776827,117
dkmw557339210,128
rtxh517390313,127
smpy780474999,118
xcug195773439,105
dump973640391,153
maks234904774,95
uxxw520097083,174
lgrv085033405,15
qyii730647528,115
hdgd802694909,97
dzin519435100,185
ilfe293079256,148
ldjk366205727,187
oypg319342160,93
lcbo928490560,72
euyg625704076,84
ciwu096074133,76
visf420467834,98
pdxy382151109,48
vles386210126,199
qxmz062832697,148
nzto767467832,61
axbg984942798,107
sgke633946498,133
lkdx369637208,107
zmaq198060768,122
odzd418503220,180
ekvz603402395,207
oppg090378683,102
qfkf143373809,133
fjwx589436882,151
xylu849231589,95
escf352401081,123
cuki384807582,211
zhdk356596452,190
lnfq105859716,77
fvlg620163948,68
ofmp041194492,243
aljn608311748,195
gpfj239614271,107
vmly808479691,30
gryj798484498,144
cpxq606886059,177
exvs066851820,190
uqtz557191645,127
iwbk769966472,90
phhg705186076,97
yoiz065645940,68
rsvv437053540,231
evhv143882307,127
nrrq220893174,82
quqk776843329,217
uwli332398546,1
gldc481638747,98
zbdd605345395,129
bjla295360757,93
qxau186770510,92
cwrz111230272,145
eeap515314580,132
grrt324498418,207
bryw293556231,66
bjxj247093579,170
hmyv152328088,70
xnfe220071186,119
eeju747368307,109
oovp363118230,12
ltvy028172672,185
amku555463585,41
wwnq417357441,144
cynd238116066,90
eopr387187775,102
myao290180096,116
qcdy022747070,69
vyaa658348744,85
hmom512844582,170
mzox771362592,207
rlfe910495176,129
gyhd996716931,127
giar492896184,166
cipi413440943,209
hlky323527242,218
bnuf088665139,67
qwaj488752388,25
zhyo918606674,193
jwqv886415442,127
rypl346673231,129
svne818821534,52
vvdv370930598,111
zarm540351505,232
jvjd189751793,131
kgon165678141,142
sxts685104372,102
wjiu597342762,137
bfnt264222713,205
dcon508415556,13
cdql654020618,164
vmzm398575839,125
yger923842576,153
xolx633287675,119
hfsu058879985,119
zrms402449316,170
guoy710413862,78
uhgd848937896,142
whml475174656,125
sfpb261172764,212
hekt639327952,238
udyb637966367,72
umml390788885,130
tjnk665388136,90
icte394254172,30
kuuy613644898,116
pjnt725096544,122
jveo882865863,142
bxbb907924035,113
ehvf430053067,15
idiq199628587,237
akoq790070688,165
ncqa078793471,134
bugn936523005,108
ynrj870234339,132
fjdl710677014,98
xdxu514400970,167
fhbe243482397,134
fgvi637262176,83
nptl559472177,146
hmdl707869133,84
mqhf120022675,109
nufv240155657,127
gplg828244344,138
zwug126572571,119
abzs949905040,148
ycpn741154463,121
idwa235260899,210
edix160053361,84
kgxw767508435,91
wsne027364269,122
rsdt664511332,78
nhfd912246880,124
fccu163891291,132
uafg725717404,102
wcou765945583,183
xmqf086753571,157
eirj287222981,78
vqnp736956368,143
qvhp255827841,133
wodg862572730,61
wkem155865871,158
kngb928258995,197
wzwj634946327,88
askd098386082,112
ivoa163829775,38
ncun409378841,128
zwgd898116723,174
hglz967739583,150
kyyc287434043,136
npgy763545975,122
awhf910390763,97
smsh371483096,124
yfvh325284892,74
cckm426003613,88
pvpv114751663,174
iffc954097579,127
wpft239634489,161
kkla990724716,142
lvbq415401182,176
rnhx818267323,112
oojr659350454,110
mnil350002378,165
soef541846320,118
rorb497441849,63
tgna106046073,82
bdyd036597607,83
uznx281771992,47
uctb179353538,124
jatm643931894,82
ladm501497496,137
otqf698373709,34
axkm912037760,82
cviv178063811,123
rwhf002838646,158
xdkw086380628,22
bpsr634609296,194
ylhx186661021,166
sroc702990020,138
msfi493004149,96
ymqs457978039,169
eyuo843210558,96
wtzf279181966,128
svdi740103211,134
nbva847295483,127
lhsh616774924,168
ixvo401748483,58
qome831648816,73
daiv574187910,155
qgsl150250915,69
jhlh079427465,109
tsij860916089,53
hllm488400388,199
dkaf159304587,119
bxfw375656684,167
umwr184580118,62
vueq789663681,79
ckka380120396,122
vikw454772496,272
fbkb937640981,53
dsqe446607247,156
aqpr590681328,163
tprh852091250,86
vfro805830832,129
ztqc297838034,268
esvm247742773,138
moyk883381942,89
fyoz996431425,29
pdyx042619960,186
wdtw869297831,100
vtfv623182150,172
avjb470156999,73
leuf855802115,144
ihxa548058640,87
syyu986753717,166
wilu942295695,104
ties140046302,210
plxg610978840,112
hdko478396731,178
oere606502423,140
vexv099835892,147
jfbt383739427,135
tiyh650636099,176
eews301723397,129
wcyw798495358,157
xbnq368912757,37
hkjt880573884,90
nfpc178037294,153
fbgn938761937,156
irez597994022,63
arel045088241,82
cfvg968229899,95
objr462327906,60
nplm927329561,146
xiuy737403114,86
aaol981600624,73
sawy370052887,152
mntd351903018,106
akza821571871,84
cnam321592676,29
cohu748691310,20
nwqk221318984,131
ahzg207970704,167
putm884470520,62
wphq459945469,36
bute352939519,112
mdds549286275,164
blcm785361766,80
bykr546375723,251
kmer763544057,83
xbvt623556049,103
pycn549760168,104
ngog151802005,168
jztw761293341,166
qdzl517704992,139
ytaz340815723,138
mpss642375436,154
ootz088172816,105
swal394741955,133
zgjr149460069,173
nphc968359706,74
ljvk729794167,50
npee847498618,165
fyez174081524,227
lpph008007481,170
kwlb366559563,139
roiy108239893,84
yddx742169656,164
zhnc837714853,221
zwut329737062,125
swgm416239289,76
uayg196051230,147
lvhv275388866,129
imuw561782794,181
ejqk952383369,150
avnb379112843,142
czni972188790,182
yrgu634797234,110
tayx421656039,112
ejzh960627445,59
jaio536465189,131
mmso730099298,238
kunb270044087,188
ipyd481543229,105
koqg749917440,188
hygo979649838,57
qmfo301116282,83
idmb403426651,52
krrk829329856,145
pjel123353294,90
ytdj064710027,103
wogt729990922,96
vfni334910032,106
bfqk131647008,128
ewup458513305,122
yuvh852135439,103
mulu829262709,58
fkmc035589476,177
fbyu455711715,157
hacl060673741,158
sang522194821,136
enxp499764927,73
djbi490909480,132
dowl417147539,88
vuzr191590593,130
ijeh088007940,122
gfgy985131608,132
kqpq825795134,133
eqjj429662406,87
gtyy738096572,229
vyot753888401,198
dbee529037469,162
nclq429409727,178
etpt086968507,136
irqd509366221,148
nsfg666593898,121
eqgk174664241,88
mpxp823930084,57
hwmt760241425,115
mggj029565112,75
wwfh628832023,37
ffkg800638589,63
vkhd235463543,173
syff120174810,144
rbtn430072410,75
tddi093944365,238
oahe379710817,102
eadf916411665,73
qsom657719337,138
rnhc447222852,113
bbtw694085029,58
owdc034046654,113
xpgl947282759,216
rrpw875387104,174
sdsx990634122,210
jtpp170502497,99
oyxe540902247,104
nquk460864681,72
jxom232194999,103
mhpi988174301,97
yeqb936096476,201
itab670579255,49
wmrk887228696,158
jcxe173797042,142
obbu639309863,193
pogu995935185,165
hszw864183378,137
snhj585228451,132
whrz248892366,113
ouma336457370,169
byhu712460958,145
qgua423407239,118
nhid225589624,113
ptpv346380345,62
rgve068365829,106
buyz858025407,116
imjc930971681,138
amta338766936,159
ktnq157389699,235
jkxa371103243,114
pupp454502401,130
gcao672447037,88
bred129454912,90
dqnr811304870,169
ccnl954530404,105
hxpb847125449,118
jjfz603798616,133
acaj452170227,222
krcf422306898,103
inoi875674022,132
qgqr163296282,140
ptzz222195691,143
fpnc996405649,189
xfkg854116980,127
dpza012831423,98
mdgy346112170,183
gbtj766753301,136
bjkp112048527,139
sder215612931,266
xmzg999013292,105
uunh439951869,162
ecrz295454662,203
jfom171687797,94
zwwc447640270,64
zvtd088511887,128
xpzk733178391,158
nbap761807353,132
cgqy768877960,160
bwwd856406226,144
tnou344237946,94
zxtf143926540,124
ejjr313389296,52
isdz545688415,143
jiru565173057,185
sygf155262258,152
sjry483177041,182
fenw261761361,163
bbkm881970624,155
qaub384194647,124
matv338483346,52
sqny545611290,93
feob120291223,196
yeyl333328486,70
zuep296815576,183
wsgi226069248,168
krdc121375552,117
fwrh752988671,132
tyil099897663,110
irgc002394701,77
mgad683331856,91
yiil982923639,78
igrd110946382,102
iwjf939402964,207
isdy781073056,118
amtl645919223,180
irzn955720417,165
raev009519334,242
zvkk592987835,184
jtht333217335,237
aqda584022313,142
ajrh317129118,170
sxrt994309614,153
mowx746533620,88
zwmx789774864,147
smax796818422,175
xtpd846997597,187
ncwj516851969,156
arph052911041,74
zdhl579532676,96
ulzr935997768,123
olsx364102555,139
fqdz877589608,85
lyuh360433161,220
bfil011922924,117
msho502931242,118
uekr998003196,141
xkxp302456943,114
rzpo494201230,58
fabt792453565,126
lwfj207660508,87
lfim060920522,87
hepz004182933,136
ekzf421662647,188
ntil864414121,100
basz948157038,132
dvvq585726553,163
qmzq688613754,151
phai217275260,143
dluy221758571,115
rern188345466,128
wdql218604465,160
grmb568014694,108
yilp972990855,197
nfdr331601248,104
izfq617421822,153
fhau306240745,137
mugz790380928,92
dvqs887433783,93
omnx442654679,81
gtwy213364196,82
qesl605906484,96
wckr028132146,208
xuod431788038,102
nxzc913536276,204
sapr037969155,97
wioz363327238,204
revp994910065,235
geod103801063,145
lqih454464999,185
rtgt490843873,77
emwb931452408,143
lytl851015679,31
mnye247665867,109
mtgo359315923,64
irvi026384948,189
bvzr435661990,148
niqq882754577,87
uzgd630287021,91
izog510493722,101
qyto344052878,125
gztz925195156,143
cfgc685004400,152
wxry050921657,51
ybqb345820896,86
oijz443107194,92
fplj221925296,118
vtos707306226,79
hbpa017032306,65
tdbu130573385,76
kqym780882629,87
mavn354416130,134
dudc843837791,103
lpih396979990,166
cvqu388887366,152
jjqq634485365,99
wnix026318638,143
fhwv208698642,95
owex528292623,72
eqcv072093302,107
nwdc356941473,170
djjs926847877,232
zigi760879536,144
cyrb871858500,132
wkol655565262,172
ifpf345135993,89
abku818480818,89
jgwt742139540,69
sxmm796753195,163
prnl037726849,189
ccgu809321347,67
kdev919705917,108
pkfy789404617,187
lruk509637870,95
mklj063322680,62
tjij598244483,82
fynr035155012,123
aoez201622214,112
anyk895336959,103
pqto952762308,92
ukgt380943253,116
vehc751885857,135
wdsm299683409,218
sckp403256541,126
flvl765601677,238
vqlq545486064,99
ckfp599158038,93
ioxa246400592,150
kerj400481910,72
jqff250593072,84
dezn939651853,113
seau592949189,143
ynmj731600397,63
zzyj965687550,79
klfq272298620,233
gtyj732784723,24
whth853820965,112
